MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,HomeAge,HasRemodAdd,GenQual,HasProxArtery,HasProxFeedr,HasProxRRNn,HasProxRRAn,HasProxPosN,HasProxPosA,HasProxRRNe,HasProxRRAe
RL,50271,Pave,NoAlley,IR1,Low,AllPub,Inside,Gtl,Veenker,1Fam,1Story,5,Gable,WdShngl,WdShing,Wd Shng,3,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,GasA,4,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,8,1,Gd,Attchd,Fin,3,TA,TA,Y,857,72,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,385000,42,1,144,0,0,0,0,0,0,0,0
RL,7134,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Mod,NAmes,1Fam,SLvl,5,Gable,CompShg,MetalSd,MetalSd,3,CBlock,TA,TA,No,ALQ,384,Unf,0,0,GasA,3,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,7,1,TA,Detchd,Unf,2,TA,TA,Y,0,50,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,130000,68,0,45,0,0,0,0,0,0,0,0
RL,10175,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,Gable,CompShg,HdBoard,Plywood,3,CBlock,TA,TA,No,BLQ,490,Unf,0,935,GasA,4,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,407,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,180500,59,0,54,0,0,0,0,0,0,0,0
FV,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Twnhs,2Story,5,Gable,CompShg,MetalSd,MetalSd,3,PConc,Gd,TA,No,GLQ,649,Unf,0,321,GasA,5,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,8,0,NoFireplace,Attchd,Fin,2,TA,TA,Y,115,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Abnorml,172500,24,1,128,0,0,0,0,0,0,0,0
RL,11645,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,Unf,0,Unf,0,860,GasA,5,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,0,70,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,196500,19,0,112,0,0,0,0,0,0,0,0
RL,13682,Pave,NoAlley,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,1Fam,2Story,5,Hip,CompShg,VinylSd,VinylSd,3,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,GasA,5,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,8,1,Gd,BuiltIn,Fin,3,TA,TA,Y,192,0,37,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,438780,17,0,200,0,0,0,0,0,0,0,0
RL,7200,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,Gable,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,GasA,5,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,196,0,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,124900,51,0,45,0,0,0,0,0,0,0,0
RL,13072,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,ALQ,941,Unf,0,217,GasA,5,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,50,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,158000,19,0,72,0,0,0,0,0,0,0,1
RM,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,2.5Unf,7,Gable,CompShg,MetalSd,MetalSd,3,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,GasA,3,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,N,0,0,144,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,101000,103,1,30,0,0,0,0,0,0,0,0
RL,6442,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,GasA,5,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,120,49,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,202500,17,0,128,0,0,0,0,0,0,0,0
RM,10300,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,1Fam,2Story,6,Gable,CompShg,Stucco,Stucco,3,BrkTil,TA,TA,No,Unf,0,Unf,0,576,GasA,4,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,12,11,64,0,0,0,NoPool,GdPrv,NoMiscFeature,0,WD,Normal,140000,102,1,63,0,1,0,1,0,0,0,0
RL,9375,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,GLQ,739,Unf,0,318,GasA,5,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,576,36,0,0,0,0,NoPool,GdPrv,NoMiscFeature,0,WD,Normal,219500,26,1,84,0,0,0,0,0,0,0,0
RL,9591,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,GasA,5,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,8,1,Gd,BuiltIn,RFn,3,TA,TA,Y,192,151,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,317000,19,1,128,0,0,0,0,0,0,0,0
RL,19900,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,3,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,GasA,3,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,7,1,Gd,Attchd,RFn,2,TA,TA,Y,301,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,180000,53,1,63,0,0,0,0,0,1,0,0
RL,10665,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,GasA,5,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,144,29,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,226000,20,0,112,0,0,0,0,0,0,0,0
RM,4608,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,1Story,6,Gable,CompShg,MetalSd,MetalSd,4,CBlock,TA,TA,No,Unf,0,Unf,0,747,GasA,3,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,8,0,NoFireplace,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,80000,78,1,36,1,0,0,0,0,0,0,0
RL,15593,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,1Fam,1.5Fin,4,Gable,CompShg,BrkFace,AsbShng,3,CBlock,TA,TA,No,BLQ,603,Unf,0,701,GasW,3,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,8,1,TA,Attchd,Fin,2,TA,TA,Y,0,21,114,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,225000,70,0,84,0,0,0,0,0,0,0,0
RL,13651,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,Gable,CompShg,Plywood,Plywood,4,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,GasA,5,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,8,2,Gd,Attchd,Fin,2,TA,TA,Y,300,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,244000,50,0,63,0,0,0,0,0,0,0,0
RL,7599,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,1Fam,1Story,6,Gable,CompShg,HdBoard,Plywood,3,CBlock,TA,TA,No,ALQ,565,Unf,0,280,GasA,3,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,129500,41,1,36,0,0,0,0,0,0,0,0
RL,10141,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,Unf,0,Unf,0,832,GasA,4,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,8,1,TA,Attchd,Fin,2,TA,TA,Y,0,94,0,0,291,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,185000,25,0,63,0,0,0,0,0,0,0,0
RL,10200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,3,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,GasA,4,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,8,0,NoFireplace,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,NoPool,GdWo,NoMiscFeature,0,WD,Normal,144900,69,1,45,0,0,0,0,0,0,0,0
RM,5790,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,2Story,6,Gambrel,CompShg,VinylSd,VinylSd,4,CBlock,Fa,TA,No,Unf,0,Unf,0,840,GasA,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,202,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,107400,108,1,36,0,0,0,0,0,0,0,0
RM,1596,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Twnhs,SLvl,5,Gable,CompShg,CemntBd,CmentBd,3,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,GasA,3,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,8,0,NoFireplace,BuiltIn,Unf,1,TA,TA,Y,120,101,0,0,0,0,NoPool,GdWo,NoMiscFeature,0,WD,Normal,91000,50,0,36,0,0,0,0,0,0,0,0
RL,8475,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,3,CBlock,TA,TA,No,ALQ,228,Unf,0,724,GasA,5,Y,FuseA,952,0,0,952,0,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,135750,67,0,36,0,0,0,0,0,0,0,0
RM,8635,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,3,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,GasA,3,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,7,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,127000,75,1,45,0,0,0,0,0,0,0,0
RL,10778,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Duplex,1Story,5,Hip,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,No,Unf,0,Unf,0,1768,GasA,3,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,8,0,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,136500,55,0,36,0,0,0,0,0,0,0,0
RM,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,3,PConc,TA,TA,No,Unf,0,Unf,0,440,GasA,4,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,74,0,128,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,110000,113,1,45,0,0,0,0,0,0,0,0
RL,13000,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,4,CBlock,Gd,TA,No,Rec,448,Unf,0,448,GasA,3,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,8,1,Gd,Attchd,Fin,1,TA,TA,Y,0,72,0,0,252,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,193500,55,0,72,0,0,0,0,0,0,0,0
RM,4500,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,TwnhsE,1Story,5,Hip,CompShg,VinylSd,VinylSd,4,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,8,0,NoFireplace,Attchd,Fin,2,TA,TA,Y,0,199,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,153500,25,0,54,0,0,0,0,0,0,0,0
RL,10206,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,GasA,5,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,8,1,Gd,Attchd,RFn,3,TA,TA,Y,144,99,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,245000,16,0,96,0,0,0,0,0,0,0,0
RL,8892,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,3,CBlock,TA,TA,No,Unf,0,Unf,0,1065,GasA,4,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,74,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,COD,Normal,126500,63,0,45,0,0,0,0,0,0,0,0
RL,8530,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,5,Gable,CompShg,HdBoard,HdBoard,3,PConc,Gd,TA,No,Unf,0,Unf,0,384,GasA,4,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,8,1,TA,BuiltIn,Fin,2,TA,TA,Y,120,72,0,0,0,0,NoPool,NoFence,Shed,700,WD,Normal,168500,28,1,63,0,0,0,0,0,0,0,0
RL,16059,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,1Fam,2Story,5,Hip,CompShg,HdBoard,HdBoard,3,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,GasA,5,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,8,1,TA,Attchd,Unf,2,TA,TA,Y,127,82,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,260000,32,1,128,0,0,0,0,0,0,0,0
RL,11911,Pave,NoAlley,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Av,Unf,0,Unf,0,684,GasA,5,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,8,1,Gd,BuiltIn,Fin,2,TA,TA,Y,100,38,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,174000,18,0,96,0,0,0,0,0,0,0,0
FV,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,TwnhsE,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Av,Unf,0,Unf,0,612,GasA,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,8,0,NoFireplace,Detchd,RFn,2,TA,TA,Y,0,234,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,164500,14,0,96,0,0,0,0,0,0,0,0
C (all),8470,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,1Fam,1.5Fin,2,Hip,CompShg,Plywood,Plywood,2,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,GasA,3,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,8,0,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,N,0,0,156,0,0,0,NoPool,MnPrv,NoMiscFeature,0,ConLD,Abnorml,85000,108,1,12,0,1,0,0,0,0,0,0
RL,8070,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,GLQ,588,Unf,0,402,GasA,5,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,8,0,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,123600,29,1,36,0,0,0,0,0,0,0,0
RL,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,Gable,CompShg,BrkFace,Wd Sdng,3,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,NoBsmt,0,0,GasA,3,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,29,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,109900,73,0,36,0,0,0,0,0,0,0,0
RL,8500,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,3,Hip,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,No,Rec,600,Unf,0,635,GasA,3,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,8,0,NoFireplace,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,NoPool,GdWo,NoMiscFeature,0,WD,Abnorml,98600,62,0,45,0,0,0,0,0,0,0,0
RL,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,1Fam,1Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,4,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,GasA,5,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,0,44,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,163500,102,1,45,0,0,0,0,0,0,0,0
C (all),7200,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,2fmCon,2.5Unf,6,Hip,CompShg,MetalSd,MetalSd,3,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,GasW,5,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,8,1,Gd,Detchd,Unf,2,TA,TA,Y,0,0,0,0,99,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,133900,113,1,54,0,0,0,0,0,0,0,0
RL,9337,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,4,PConc,Gd,TA,No,GLQ,648,Unf,0,176,GasA,5,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,0,162,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,204750,26,0,72,0,0,0,0,0,0,0,0
RL,9765,Pave,NoAlley,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,4,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,GasA,4,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,8,1,TA,BuiltIn,Fin,2,TA,TA,Y,232,63,0,0,0,0,NoPool,NoFence,Shed,480,WD,Normal,185000,30,0,90,0,0,0,0,0,0,0,0
RL,10264,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,GasA,5,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,158,29,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,214000,24,0,112,0,0,0,0,0,0,0,0
RL,10921,Pave,NoAlley,Reg,HLS,AllPub,Inside,Gtl,Edwards,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,No,Rec,520,Unf,0,440,GasA,3,Y,FuseF,960,0,0,960,1,0,1,0,3,1,8,0,NoFireplace,Attchd,Fin,1,TA,TA,P,120,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,94750,58,0,36,0,0,0,0,0,0,0,0
RL,10625,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,3,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,GasA,2,N,SBrkr,835,0,0,835,0,0,1,0,2,1,8,0,NoFireplace,Basment,Unf,1,Fa,TA,Y,0,0,77,0,0,0,NoPool,NoFence,Shed,400,COD,Abnorml,83000,103,1,45,0,0,0,0,0,0,0,0
RL,9320,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,3,CBlock,TA,TA,No,ALQ,569,Unf,0,381,GasA,2,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,8,0,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,Y,352,0,0,0,0,0,NoPool,NoFence,Shed,400,WD,Normal,128950,64,0,36,0,0,0,0,0,0,0,0
RL,10603,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,7,Gable,CompShg,Plywood,Plywood,3,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,GasA,4,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,8,2,TA,Attchd,RFn,2,TA,TA,Y,168,68,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,205000,46,1,72,0,0,0,0,0,0,0,0
RL,9206,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,5,Gable,CompShg,HdBoard,HdBoard,3,CBlock,Gd,TA,No,Unf,0,Unf,0,741,GasA,3,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,8,1,TA,Attchd,Fin,2,TA,TA,Y,192,46,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,178000,38,0,96,0,0,0,0,0,0,0,0
RL,7018,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Duplex,1Story,5,Gable,CompShg,HdBoard,HdBoard,2,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,NoBsmt,0,0,GasA,3,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,8,0,NoFireplace,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Alloca,118964,44,0,45,0,0,0,0,0,0,0,0
RL,10402,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,Unf,0,Unf,0,1226,GasA,5,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,8,0,NoFireplace,Attchd,RFn,3,TA,TA,Y,0,36,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,198900,14,0,84,0,0,0,0,0,0,0,0
RM,7758,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,1Fam,1.5Fin,4,Gable,CompShg,Stucco,Stucco,2,PConc,TA,TA,No,LwQ,224,Unf,0,816,GasA,5,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,8,2,TA,Detchd,Unf,1,TA,TA,Y,0,0,0,0,184,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,169500,92,1,63,0,0,0,0,0,0,0,0
FV,9375,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,5,Hip,CompShg,VinylSd,VinylSd,3,PConc,Ex,TA,No,Unf,0,Unf,0,1053,GasA,5,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,140,45,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,250000,20,1,128,0,0,0,0,0,0,0,0
RM,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,7,Mansard,CompShg,VinylSd,VinylSd,3,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,GasA,4,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,1,Fa,Fa,N,0,0,0,0,0,0,NoPool,NoFence,Shed,450,WD,Normal,100000,138,1,36,0,0,0,0,0,0,0,0
RM,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,GasA,5,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Partial,115000,75,1,45,0,0,0,0,0,0,0,0
RM,8500,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,1Fam,1.5Fin,7,Gable,CompShg,CemntBd,CmentBd,3,CBlock,TA,TA,No,Unf,0,Unf,0,793,GasW,3,N,FuseF,997,520,0,1517,0,0,2,0,3,1,8,0,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,N,0,0,144,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,115000,104,1,30,1,0,0,0,0,0,0,0
